game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views,game_name,links,global_sales
Apotheon,2015-02-03,78,7.8,44,16747,506,22,0,170,30,182,Action,T,22,8,0,19,5,5,380.613636363636,Apotheon,http://www.vgchartz.com/gamedb/?name=Apotheon,0
Human Resource Machine,2015-10-15,78,8,47,133139,3159,90,0,454,12,26,Puzzle,NA,11,1,0,6,2,2,2832.74468085106,Human Resource Machine,http://www.vgchartz.com/gamedb/?name=Human+Resource+Machine,NA
Mushroom 11,2015-10-15,78,6.9,39,3365900,37213,743,0,3975,20,16,Action,NA,15,4,1,2,0,0,86305.1282051282,Mushroom 11,http://www.vgchartz.com/gamedb/?name=Mushroom+11,0
Hand of Fate,2015-02-17,78,7.9,40,55344,619,47,0,366,28,161,Role-Playing,T,16,12,0,18,10,10,1383.6,Hand of Fate,http://www.vgchartz.com/gamedb/?name=Hand+of+Fate,0
Avernum 2: Crystal Souls,2015-01-14,78,8.2,42,87614,818,40,0,267,8,19,PC-style RPG,NA,NA,NA,NA,NA,NA,NA,2086.04761904762,Avernum 2,http://www.vgchartz.com/game/27936/avernum-2/,NA
Galak-Z: The Dimensional,2015-10-29,78,6.3,50,199064,1544,59,0,619,7,8,Action,NA,6,1,0,0,1,1,3981.28,Galak-Z: The Dimensional,http://www.vgchartz.com/gamedb/?name=Galak-Z%3A+The+Dimensional,0
AR-K Episode 3: The Great Escape,2015-07-14,78,8.2,11,21951,238,6,0,84,9,41,Adventure,NA,8,1,0,4,2,2,1995.54545454545,AR-K Episode 3: The Great Escape,http://www.vgchartz.com/gamedb/?name=AR-K+Episode+3%3A+The+Great+Escape,NA
Tales From The Borderlands: Episode 2 - Atlas Mugged,2015-03-17,78,8.6,42,652793,13244,265,0,2507,38,138,Adventure,M,29,9,0,11,4,4,15542.6904761905,Tales From The Borderlands: Episode 2 - Atlas Mugged,http://www.vgchartz.com/gamedb/?name=Tales+From+The+Borderlands%3A+Episode+2+-+Atlas+Mugged,NA
Deathtrap,2015-02-04,77,7.9,8,48752,1114,25,0,122,26,62,Strategy,T,20,6,0,10,4,4,6094,Deathtrap,http://www.vgchartz.com/gamedb/?name=Deathtrap,NA
Republique: Episode 1 - Exordium,2015-02-25,77,7.4,50,300215,7804,160,0,1290,26,65,Action Adventure,NA,19,7,0,4,0,0,6004.3,Republique: Episode 1 - Exordium,http://www.vgchartz.com/gamedb/?name=Republique%3A+Episode+1+-+Exordium,NA
Life is Strange: Episode 1 - Chrysalis,2015-01-30,77,8.5,22,32822,1431,19,0,419,28,404,Action Adventure,M,19,9,0,32,17,17,1491.90909090909,Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Life is Strange: Episode 2 - Out of Time,2015-03-24,77,8.7,35,117101,2331,45,0,701,12,204,Action Adventure,M,7,5,0,9,2,2,3345.74285714286,Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Game of Thrones: Episode Three - The Sword in the Darkness,2015-03-24,77,7.8,50,3231921,74326,1338,0,28699,30,103,Action,M,24,6,0,4,2,2,64638.42,Game of Thrones,http://www.vgchartz.com/game/68814/game-of-thrones/,0.08
Magic Duels: Origins,2015-07-29,77,6,48,865687,12769,713,0,3650,12,55,Strategy,NA,6,6,0,6,3,3,18035.1458333333,Magic Duels: Origins,http://www.vgchartz.com/gamedb/?name=Magic+Duels%3A+Origins,NA
Dragon Age: Inquisition - Trespasser,2015-09-09,77,7.6,45,38187,560,22,0,142,7,81,Role-Playing,NA,5,2,0,5,1,1,848.6,Dragon Age: Inquisition,http://www.vgchartz.com/game/71354/dragon-age-inquisition/,0.76
Evolve,2015-02-09,77,4.3,25,93082,2648,19,0,299,39,973,Action,M,25,14,0,105,47,47,3723.28,Evolve,http://www.vgchartz.com/game/78278/evolve/,0.2
Grey Goo,2015-01-23,77,7.6,43,154738,1289,37,0,391,45,185,Strategy,T,34,10,1,25,14,14,3598.55813953488,Grey Goo,http://www.vgchartz.com/gamedb/?name=Grey+Goo,0
Aviary Attorney,2015-12-18,77,7.4,40,2580790,27284,645,0,6560,15,14,Adventure,NA,10,4,1,1,0,0,64519.75,Aviary Attorney,http://www.vgchartz.com/gamedb/?name=Aviary+Attorney,NA
Three Fourths Home,2015-03-20,77,5.5,39,5057882,134801,4774,0,20542,8,16,Adventure,NA,5,3,0,0,1,1,129689.282051282,Three Fourths Home,http://www.vgchartz.com/gamedb/?name=Three+Fourths+Home,NA
Out of the Park Baseball 17,2016-03-22,92,3.5,50,413648,9823,75,0,927,8,206,Sports,NA,8,0,0,19,5,5,8272.96,Out of the Park Baseball 17,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+17,NA
The Witcher 3: Wild Hunt - Blood and Wine,2016-05-30,92,9.1,50,563704,13776,262,0,4182,50,1842,Role-Playing,M,50,0,0,140,6,6,11274.08,The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Overwatch,2016-05-23,91,6.8,50,1224928,24123,379,0,5922,62,4208,General,T,60,2,0,465,179,179,24498.56,Overwatch,http://www.vgchartz.com/game/84812/overwatch/,0.73
Stephen's Sausage Roll,2016-04-18,90,5.6,32,4885344,37344,1223,0,4215,9,75,Puzzle,NA,9,0,0,4,0,0,152667,Stephen's Sausage Roll,http://www.vgchartz.com/gamedb/?name=Stephen's+Sausage+Roll,NA
Kentucky Route Zero - Act IV,2016-07-20,90,6,41,452956,4027,129,0,1041,8,36,Adventure,NA,8,0,0,2,0,0,11047.7073170732,Kentucky Route Zero - Act IV,http://www.vgchartz.com/gamedb/?name=Kentucky+Route+Zero+-+Act+IV,NA
Dark Souls III,2016-04-11,89,8.6,48,82990,609,29,0,176,56,1902,Role-Playing,M,54,2,0,125,31,31,1728.95833333333,Dark Souls III,http://www.vgchartz.com/game/85670/dark-souls-iii/,0.09
Stardew Valley,2016-02-26,88,8.6,50,208770,1337,34,0,502,29,526,Role-Playing,NA,28,1,0,75,5,5,4175.4,Stardew Valley,http://www.vgchartz.com/gamedb/?name=Stardew+Valley,0
Owlboy,2016-11-01,88,7.1,32,19532,520,18,0,211,46,182,Action Adventure,NA,44,2,0,14,10,10,610.375,Owlboy,http://www.vgchartz.com/gamedb/?name=Owlboy,NA
Ori and the Blind Forest: Definitive Edition,2016-04-27,88,8.7,49,601414,8941,814,0,3003,8,142,Action,E,8,0,0,22,0,0,12273.7551020408,Ori and the Blind Forest,http://www.vgchartz.com/game/82901/ori-and-the-blind-forest/,0.01
XCOM 2,2016-02-05,88,7.1,46,37956,991,12,0,293,104,1261,Strategy,T,97,6,1,180,77,77,825.130434782609,XCOM 2,http://www.vgchartz.com/game/85589/xcom-2/,0.28
Sid Meier's Civilization VI,2016-10-21,88,7.2,47,2072243,49421,388,0,6150,84,759,Strategy,E10+,79,4,1,78,51,51,44090.2765957447,Sid Meier's Civilization VI,http://www.vgchartz.com/game/112497/sid-meiers-civilization-vi/,0.38
Battlefield 1,2016-10-21,88,7.5,50,4497646,100686,2244,0,30328,54,1318,General,M,52,2,0,131,61,61,89952.92,Battlefield 1,http://www.vgchartz.com/game/110845/battlefield-1/,0.68
World of Warcraft: Legion,2016-08-30,88,7.3,45,231958,1478,37,0,520,62,580,Role-Playing,T,61,1,0,61,21,21,5154.62222222222,World of Warcraft: Legion,http://www.vgchartz.com/game/86163/world-of-warcraft-legion/,0.41
The Witness,2016-01-26,87,6.6,50,2842946,20630,345,0,5529,20,403,Miscellaneous,E,17,3,0,44,16,16,56858.92,The Witness,http://www.vgchartz.com/gamedb/?name=The+Witness,0
INSIDE,2016-07-07,87,8.5,14,111036,1003,43,0,237,22,412,Action,M,20,2,0,49,15,15,7931.14285714286,INSIDE,NA,NA
Hex: Shards of Fate,2016-01-26,87,6.4,38,23086,758,8,0,227,7,103,Miscellaneous,NA,7,0,0,29,5,5,607.526315789474,Hex: Shards of Fate,http://www.vgchartz.com/gamedb/?name=Hex%3A+Shards+of+Fate,0
Forza Horizon 3,2016-09-27,86,6.2,49,385039,8911,269,0,1068,12,211,Racing,E,12,0,0,31,5,5,7857.9387755102,Forza Horizon 3,http://www.vgchartz.com/gamedb/?name=Forza+Horizon+3,0
Rise of the Tomb Raider,2016-01-28,86,7.9,8,23912,319,28,0,65,45,960,Action Adventure,M,44,1,0,97,31,31,2989,Rise of the Tomb Raider,http://www.vgchartz.com/game/82906/rise-of-the-tomb-raider/,0.15
Total War: WARHAMMER,2016-05-24,86,7.3,50,752026,36709,247,0,2223,77,575,Strategy,T,72,5,0,90,22,22,15040.52,Total War: WARHAMMER,http://www.vgchartz.com/game/85413/total-war-warhammer/,0.19
Dishonored 2,2016-11-10,86,6.2,49,204231,6983,98,0,1230,40,433,Action Adventure,M,35,5,0,36,9,9,4167.97959183673,Dishonored 2,http://www.vgchartz.com/game/85660/dishonored-2/,0.21
Chime Sharp,2016-07-19,86,7.8,43,293943,1403,104,0,184,8,6,Puzzle,NA,7,1,0,2,0,0,6835.88372093023,Chime,http://www.vgchartz.com/game/47168/chime/,NA
F1 2016,2016-08-19,86,8,31,414036,4661,189,0,659,12,46,Racing,E,12,0,0,3,1,1,13356,F1 2016,http://www.vgchartz.com/gamedb/?name=F1+2013,0
Pony Island,2016-01-04,86,7.1,50,1798852,39473,825,0,15228,29,178,Puzzle,NA,28,1,0,17,9,9,35977.04,Pony Island,http://www.vgchartz.com/gamedb/?name=Pony+Island,NA
Gears of War 4,2016-10-11,86,6.8,34,192474,4203,59,0,309,22,261,Action,M,20,2,0,20,4,4,5661,Gears of War,http://www.vgchartz.com/game/13240/gears-of-war/,0.02
Titanfall 2,2016-10-28,86,8.1,50,56116,1444,48,0,359,30,555,Action,M,25,5,0,109,21,21,1122.32,Titanfall 2,http://www.vgchartz.com/game/112245/titanfall-2/,0.16
Day of the Tentacle Remastered,2016-03-21,86,7.9,50,14214719,366592,4100,0,29292,37,112,Adventure,NA,35,2,0,16,1,1,284294.38,Day of the Tentacle Remastered,http://www.vgchartz.com/gamedb/?name=Day+of+the+Tentacle+Remastered,NA
Hearthstone: Whispers of the Old Gods,2016-04-26,85,5.5,27,5954,124,5,0,65,8,90,Strategy,NA,7,1,0,5,0,0,220.518518518519,Hearthstone: Whispers of the Old Gods,http://www.vgchartz.com/gamedb/?name=Hearthstone%3A+Whispers+of+the+Old+Gods,NA
Thumper,2016-10-10,85,7.6,13,38521,1795,54,0,280,9,17,Action,NA,8,1,0,3,1,1,2963.15384615385,Thumper,http://www.vgchartz.com/gamedb/?name=Thumper,NA
Candle,2016-11-11,85,7.7,34,5144329,33050,953,0,5320,14,63,Action,RP,13,1,0,6,0,0,151303.794117647,Candle,NA,NA
DOOM,2016-05-13,85,8.3,46,266713,3022,65,0,1062,44,1891,Sci-Fi,M,41,3,0,342,36,36,5798.10869565217,DOOM,NA,NA
Shadow Tactics: Blades of the Shogun,2016-12-06,84,8.1,19,14201,206,7,0,90,37,163,Strategy,NA,36,1,0,23,1,1,747.421052631579,Shadow Tactics: Blades of the Shogun,http://www.vgchartz.com/gamedb/?name=Shadow+Tactics%3A+Blades+of+the+Shogun,0
Darkest Dungeon,2016-01-19,84,7.8,50,114541,1717,46,0,323,55,382,Role-Playing,NA,52,3,0,54,14,14,2290.82,Darkest Dungeon,http://www.vgchartz.com/gamedb/?name=Darkest+Dungeon,0
The Last Door: Season 2,2016-03-29,84,6.6,7,1947997,9147,808,0,2720,7,14,Adventure,NA,7,0,0,1,0,0,278285.285714286,The Last Door: Season 2,http://www.vgchartz.com/gamedb/?name=The+Last+Door%3A+Season+2,NA
Planet Coaster,2016-11-17,84,7,50,2171418,47539,844,0,13492,55,290,Strategy,E,54,1,0,60,5,5,43428.36,Planet Coaster,http://www.vgchartz.com/gamedb/?name=Planet+Coaster,NA
Enter the Gungeon,2016-04-05,84,7.6,32,38020,478,23,0,167,26,153,Action,NA,25,1,0,14,4,4,1188.125,Enter the Gungeon,http://www.vgchartz.com/gamedb/?name=Enter+the+Gungeon,0
Hitman - Episode 2: Sapienza,2016-04-26,84,5.8,50,119751,1818,98,0,557,7,81,Action Adventure,NA,6,1,0,10,0,0,2395.02,Hitman - Episode 2: Sapienza,http://www.vgchartz.com/gamedb/?name=Hitman+-+Episode+2%3A+Sapienza,NA
Final Fantasy IX,2016-04-14,84,8.3,50,1963187,28957,584,0,5376,7,80,Role-Playing,NA,7,0,0,6,0,0,39263.74,Final Fantasy IX,http://www.vgchartz.com/gamedb/?name=Final+Fantasy+IX,NA
Hyper Light Drifter,2016-03-31,84,8.2,50,1821412,22345,523,0,4097,46,222,Role-Playing,NA,42,4,0,34,6,6,36428.24,Hyper Light Drifter,http://www.vgchartz.com/gamedb/?name=Rift,0
FIFA 17,2016-09-27,84,4.2,50,552497,5699,277,0,1331,12,208,Sports,E,11,1,0,6,6,6,11049.94,FIFA 17,http://www.vgchartz.com/game/131413/fifa-17/,0.18
Hitman,2016-10-31,84,7.4,41,34769,893,34,0,445,19,45,Modern,M,17,2,0,6,0,0,848.024390243902,Hitman,NA,NA
SpeedRunners,2016-04-19,84,8.2,47,129396,934,81,0,204,11,46,Action,NA,11,0,0,8,0,0,2753.10638297872,SpeedRunners,http://www.vgchartz.com/gamedb/?name=SpeedRunners,NA
Grim Dawn,2016-02-25,83,8.4,46,1742079,6850,158,0,4336,29,519,Role-Playing,NA,29,0,0,86,20,20,37871.2826086957,Grim Dawn,http://www.vgchartz.com/gamedb/?name=Grim+Dawn,0
Final Fantasy X / X-2 HD Remaster,2016-05-12,83,8.4,28,5415968,58186,1851,0,11867,8,70,Miscellaneous,T,7,1,0,7,2,2,193427.428571429,Final Fantasy X / X-2 HD Remaster,http://www.vgchartz.com/gamedb/?name=Final+Fantasy+X+/+X-2+HD+Remaster,NA
Hearts of Iron IV,2016-06-06,83,6.9,46,794842,14373,287,0,231,36,315,Historic,NA,33,3,0,24,10,10,17279.1739130435,Hearts of Iron IV,http://www.vgchartz.com/game/78455/hearts-of-iron-iv/,0.1
Devil Daggers,2016-02-18,83,7.1,49,684642,16372,153,0,2642,20,51,Action,NA,18,2,0,9,1,1,13972.2857142857,Devil Daggers,http://www.vgchartz.com/gamedb/?name=Devil+Daggers,NA
Danganronpa: Trigger Happy Havoc,2016-02-18,83,8.1,3,1000,15,0,0,13,9,66,Adventure,NA,9,0,0,5,3,3,333.333333333333,Danganronpa: Trigger Happy Havoc,http://www.vgchartz.com/gamedb/?name=Danganronpa%3A+Trigger+Happy+Havoc,0
Deus Ex: Mankind Divided,2016-08-23,83,6.1,7,778,1,0,0,5,56,760,Action Adventure,M,48,8,0,79,37,37,111.142857142857,Deus Ex: Mankind Divided,http://www.vgchartz.com/game/85343/deus-ex-mankind-divided/,0.07
ABZU,2016-08-02,83,6.5,49,8069559,142426,6103,0,40063,19,125,Action Adventure,E,16,3,0,14,6,6,164684.87755102,ABZU,http://www.vgchartz.com/gamedb/?name=ABZU,0
Duskers,2016-05-18,83,6.9,49,1190371,13297,531,0,1843,10,12,Strategy,NA,9,1,0,2,1,1,24293.2857142857,Duskers,http://www.vgchartz.com/gamedb/?name=Duskers,NA
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,2016-12-20,83,7,8,60260,874,52,0,155,33,128,Action,NA,29,4,0,7,6,6,7532.5,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,http://www.vgchartz.com/gamedb/?name=The+Walking+Dead%3A+The+Telltale+Series+-+A+New+Frontier+Episode+1%3A+Ties+That+Bind+Part+One,NA
The Banner Saga 2,2016-04-19,82,8.1,46,78241,982,23,0,163,60,101,Role-Playing,NA,51,9,0,12,3,3,1700.89130434783,The Banner Saga 2,http://www.vgchartz.com/gamedb/?name=The+Banner+Saga,0
SUPERHOT,2016-02-25,82,7.4,23,569078,9320,264,0,2051,93,349,Modern,T,77,16,0,36,24,24,24742.5217391304,SUPERHOT,NA,NA
VIDEOBALL,2016-07-12,82,NA,48,3410859,98526,1664,0,26742,8,NA,Sports,NA,7,1,0,1,0,0,71059.5625,VIDEOBALL,http://www.vgchartz.com/gamedb/?name=VIDEOBALL,NA
Duelyst,2016-05-03,82,8.1,44,278276,6519,212,0,1217,14,45,Fantasy,NA,12,2,0,8,1,1,6324.45454545455,Duelyst,http://www.vgchartz.com/gamedb/?name=Duelyst,NA
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016-12-20,82,7.4,50,1497543,19903,529,0,2797,31,57,Action,NA,27,4,0,6,4,4,29950.86,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,http://www.vgchartz.com/gamedb/?name=The+Walking+Dead%3A+The+Telltale+Series+-+A+New+Frontier+Episode+2%3A+Ties+That+Bind+Part+Two,NA
Starbound,2016-07-22,81,7.1,50,847276,13593,203,0,2892,21,342,Action Adventure,NA,18,3,0,45,30,30,16945.52,Starbound,http://www.vgchartz.com/gamedb/?name=Starbound,0
Quadrilateral Cowboy,2016-07-25,81,7.5,44,1349846,24550,579,0,3007,30,21,Simulation,NA,29,0,1,2,1,1,30678.3181818182,Quadrilateral Cowboy,http://www.vgchartz.com/gamedb/?name=Quadrilateral+Cowboy,0
Unravel,2016-02-09,81,8,50,5283301,69430,2074,0,16776,12,122,Action,E,10,2,0,9,1,1,105666.02,Unravel,http://www.vgchartz.com/gamedb/?name=Unravel,0
SteamWorld Heist,2016-06-07,81,7.8,42,3730166,29150,399,0,5992,8,33,Strategy,NA,7,1,0,7,0,0,88813.4761904762,SteamWorld Heist,http://www.vgchartz.com/gamedb/?name=SteamWorld+Heist,NA
Firewatch,2016-02-09,81,7.3,18,98532,1566,288,0,317,65,818,General,NA,51,14,0,87,58,58,5474,Firewatch,http://www.vgchartz.com/gamedb/?name=Firewatch,0
Zombie Night Terror,2016-07-20,81,7.9,20,5125858,20609,1126,0,6479,21,27,Puzzle,NA,17,4,0,5,1,1,256292.9,Zombie Night Terror,http://www.vgchartz.com/gamedb/?name=Zombie+Night+Terror,NA
Dragon's Dogma: Dark Arisen,2016-01-15,81,8.2,37,48649,379,10,0,243,62,383,Role-Playing,M,54,8,0,52,9,9,1314.83783783784,Dragon's Dogma,http://www.vgchartz.com/game/86404/dragons-dogma/,0.01
The Bug Butcher,2016-01-19,81,8.2,48,1379935,21701,848,0,6150,20,24,Action,NA,17,3,0,6,1,1,28748.6458333333,The Bug Butcher,http://www.vgchartz.com/gamedb/?name=The+Bug+Butcher,NA
Nelly Cootalot: The Fowl Fleet,2016-03-22,81,7.9,45,3516006,84123,1620,0,13997,7,26,Adventure,NA,6,1,0,7,0,0,78133.4666666667,Nelly Cootalot: The Fowl Fleet,http://www.vgchartz.com/gamedb/?name=Nelly+Cootalot%3A+The+Fowl+Fleet,NA
Overcooked,2016-08-03,81,7.6,37,2370690,15875,293,0,4811,15,31,Action,NA,13,2,0,8,0,0,64072.7027027027,Overcooked,http://www.vgchartz.com/gamedb/?name=Overcooked,NA
Motorsport Manager,2016-11-09,81,8.4,47,866808,14657,265,0,2732,16,43,Action,E10+,14,2,0,8,2,2,18442.7234042553,Motorsport Manager,http://www.vgchartz.com/gamedb/?name=Motorsport+Manager,NA
Redout,2016-09-02,81,8.2,3,40284,377,5,0,37,18,134,General,NA,15,3,0,30,4,4,13428,Redout,http://www.vgchartz.com/gamedb/?name=Redout,NA
Atlas Reactor,2016-10-04,81,8.4,32,128078,4446,46,0,1420,12,38,Turn-Based,NA,11,1,0,14,0,0,4002.4375,Atlas Reactor,http://www.vgchartz.com/gamedb/?name=Atlas+Reactor,NA
Leap of Fate,2016-03-30,80,7.4,46,114623,3334,74,0,1007,8,10,Action,NA,7,1,0,0,1,1,2491.80434782609,Leap of Fate,http://www.vgchartz.com/gamedb/?name=Leap+of+Fate,NA
Tyranny,2016-11-10,80,7.8,37,1594384,15351,518,0,2201,65,347,Role-Playing,NA,53,12,0,50,15,15,43091.4594594595,Tyranny,http://www.vgchartz.com/game/144691/tyranny/,0.02
Oxenfree,2016-01-15,80,7.7,35,308205,6657,155,0,839,49,142,Action Adventure,NA,41,8,0,11,5,5,8805.85714285714,Oxenfree,http://www.vgchartz.com/gamedb/?name=Oxenfree,NA
Football Manager 2017,2016-11-04,80,4.5,49,607008,13236,292,0,1678,45,65,Sports,E,36,9,0,6,2,2,12387.9183673469,Football Manager 2017,http://www.vgchartz.com/game/141660/football-manager-2017/,0.24
Cities: Skylines - Natural Disasters,2016-11-29,80,6.5,43,563822,8069,258,0,1933,11,11,Strategy,NA,NA,NA,NA,NA,NA,NA,13112.1395348837,Cities: Skylines,http://www.vgchartz.com/game/84637/cities-skylines/,0.14
BioShock: The Collection,2016-09-16,80,6.3,38,103084,811,13,0,248,8,70,Action,M,5,3,0,4,0,0,2712.73684210526,BioShock,http://www.vgchartz.com/game/7217/bioshock/,0.41
Samorost 3,2016-03-24,80,8.1,49,225394,4420,131,0,1330,29,82,Adventure Games,NA,23,6,0,11,1,1,4599.87755102041,Samorost 3,http://www.vgchartz.com/gamedb/?name=Samorost+3,NA
Ghost 1.0,2016-06-07,80,7.8,15,1593820,5252,304,0,195,7,14,Action Adventure,NA,6,1,0,1,0,0,106254.666666667,Ghost 1.0,http://www.vgchartz.com/gamedb/?name=Ghost+1.0,NA
1979 Revolution: Black Friday,2016-04-05,80,7.8,46,2853559,30074,582,0,5439,24,56,Adventure,NA,21,3,0,7,2,2,62033.8913043478,1979 Revolution: Black Friday,http://www.vgchartz.com/gamedb/?name=1979+Revolution%3A+Black+Friday,NA
Fractured Space,2016-09-22,79,8.6,50,183449,4320,150,0,808,10,14,Strategy,NA,9,1,0,3,0,0,3668.98,Fractured Space,http://www.vgchartz.com/gamedb/?name=Fractured+Space,NA
Fallout 4: Far Harbor,2016-05-19,79,6.6,48,820614,25180,351,0,3748,15,198,Role-Playing,M,12,3,0,10,5,5,17096.125,Fallout 4,http://www.vgchartz.com/game/85600/fallout-4/,1.38
Goetia,2016-04-14,79,7.8,50,232725,6399,91,0,659,7,12,Adventure,NA,5,2,0,2,1,1,4654.5,Goetia,http://www.vgchartz.com/gamedb/?name=Goetia,NA
Dying Light: The Following,2016-02-09,79,8.3,50,6415015,163141,7619,0,17151,33,118,Action Adventure,M,28,5,0,7,5,5,128300.3,Dying Light,http://www.vgchartz.com/game/72237/dying-light/,0.23
Tom Clancy's The Division,2016-03-08,79,5.9,48,193131,5091,68,0,951,33,1208,Action,M,24,9,0,130,59,59,4023.5625,Tom Clancy's The Division,http://www.vgchartz.com/game/83957/tom-clancys-the-division/,0.45
Kelvin and the Infamous Machine,2016-07-21,79,7.9,50,9236239,201047,2857,0,27525,13,8,Adventure,NA,8,5,0,1,0,0,184724.78,Kelvin and the Infamous Machine,http://www.vgchartz.com/gamedb/?name=Kelvin+and+the+Infamous+Machine,NA
Offworld Trading Company,2016-04-28,79,7.3,42,3739493,18593,186,0,5345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89035.5476190476,Offworld Trading Company,http://www.vgchartz.com/gamedb/?name=Offworld+Trading+Company,NA
Pillars of Eternity: The White March - Part 2,2016-02-16,79,7,50,318092,7108,70,0,1453,22,132,Role-Playing,NA,18,4,0,9,1,1,6361.84,Pillars of Eternity,http://www.vgchartz.com/game/72346/pillars-of-eternity/,0.02
Trackmania Turbo,2016-03-24,79,6.8,46,8469577,179338,5959,0,20019,13,43,Racing,E,10,3,0,3,2,2,184121.239130435,Trackmania Turbo,http://www.vgchartz.com/gamedb/?name=Trackmania+Turbo,0.01
Hitman - Episode 3: Marrakesh,2016-05-31,79,5.3,49,1710941,15813,405,0,2992,7,45,Action Adventure,NA,7,0,0,2,2,2,34917.1632653061,Hitman - Episode 3: Marrakesh,http://www.vgchartz.com/gamedb/?name=Hitman+-+Episode+3%3A+Marrakesh,NA
Anarcute,2016-07-12,79,7.2,45,145625,7611,91,0,675,7,5,Action,NA,6,1,0,0,2,2,3236.11111111111,Anarcute,http://www.vgchartz.com/gamedb/?name=Anarcute,NA
Homeworld: Deserts of Kharak,2016-01-20,79,8.1,50,5587,60,1,0,24,52,170,Strategy,E10+,41,11,0,27,12,12,111.74,Homeworld,http://www.vgchartz.com/game/13252/homeworld/,0.02
Hue,2016-08-30,79,7.6,15,710247,3367,103,0,765,8,9,Puzzle,NA,6,2,0,3,0,0,47349.8,Hue,http://www.vgchartz.com/gamedb/?name=Hue,0
Obliteracers,2016-02-23,78,7.4,49,405145,11543,144,0,2391,8,7,Racing,E,5,3,0,3,0,0,8268.26530612245,Obliteracers,http://www.vgchartz.com/gamedb/?name=Obliteracers,NA
Shadow Warrior 2,2016-10-13,78,8.3,16,12442,360,11,0,142,61,361,Action,NA,45,16,0,44,13,13,777.625,Shadow Warrior,http://www.vgchartz.com/game/23333/shadow-warrior/,0
DeathSmiles,2016-03-10,78,7.4,45,1873137,49016,387,0,11188,10,5,Action,NA,NA,NA,NA,NA,NA,NA,41625.2666666667,DeathSmiles,http://www.vgchartz.com/gamedb/?name=DeathSmiles,NA
The Sims 4: City Living,2016-11-01,78,6.3,50,3796754,51513,700,0,7791,13,41,Simulation,T,9,4,0,3,5,5,75935.08,The Sims 4: City Living,http://www.vgchartz.com/game/142527/the-sims-4-city-living/,0.24
Stellaris,2016-05-09,78,8,38,389040,8197,165,0,1565,57,580,Strategy,NA,46,10,1,69,29,29,10237.8947368421,Stellaris,http://www.vgchartz.com/game/98721/stellaris/,0.06
Xanadu Next,2016-11-03,78,7.2,50,260108,9113,177,0,1900,16,10,Role-Playing,NA,14,2,0,2,0,0,5202.16,Xanadu Next,http://www.vgchartz.com/gamedb/?name=Xanadu+Next,0
Zero Escape: Zero Time Dilemma,2016-06-29,78,8.6,0,0,0,0,0,0,8,43,Adventure,NA,6,2,0,3,0,0,NaN,Zero Escape: Zero Time Dilemma,http://www.vgchartz.com/gamedb/?name=Zero+Escape%3A+Zero+Time+Dilemma,0
"That Dragon, Cancer",2016-01-12,78,5.9,42,355086,3726,62,0,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8454.42857142857,"That Dragon, Cancer",http://www.vgchartz.com/gamedb/?name=That+Dragon%2C+Cancer,NA
